Name,l,b,r,a,b,e,angle,rc_pc,rc_min,rc_error,d_min,d_max,dist,dmod,dist_e,pmra,pmra_e,pmdec,pmdec_e,r_pm,member,cal_mem,age,br,brbv,bl,blbv,corresponding_clusters
396,197.37 ,-3.74 ,2.07 ,2.73 ,1.57 ,0.42 ,1.47 ,14.33 ,61.56 ,0.43 ,705,921,806.70 ,800,51.93 ,-1.58 ,0.11 ,-1.81 ,0.12 ,0.29 ,107,174.80 ,7.65,9.58 ,-0.08 ,9.58 ,-0.08 ,"FSR_0942__khar__1,NGC_2169__khar__1,FSR_0960__khar__1,FSR_0952__khar__1,FSR_0968__khar__1,FSR_0956__khar__1,NGC_2194__khar__1,Skiff_J0614+12.9__khar__1,BDSB_82__khar__1,FSR_0942__dias__1,NGC_2169__dias__1,FSR_0952__dias__1,FSR_0956__dias__1,NGC_2194__dias__1,Skiff_J0614+12.9__dias__1,NGC_2169__cocd__1"
397,198.25 ,-2.44 ,1.17 ,1.44 ,0.95 ,0.34 ,21.27 ,1.99 ,8.88 ,0.27 ,685,866,769.77 ,769,41.72 ,-1.93 ,0.12 ,-4.46 ,0.15 ,0.30 ,36,58.85 ,7.9,9.22 ,1.20 ,9.73 ,0.02 ,"FSR_0968__khar__1,NGC_2194__khar__1,Skiff_J0614+12.9__khar__1,BDSB_82__khar__1,NGC_2194__dias__1,Skiff_J0614+12.9__dias__1"
398,198.75 ,-11.55 ,0.66 ,0.70 ,0.62 ,0.12 ,-34.25 ,1.24 ,9.45 ,0.06 ,354,552,450.94 ,452,32.34 ,-3.34 ,0.18 ,-1.76 ,0.18 ,0.49 ,40,55.62 ,7.1,9.83 ,0.20 ,10.10 ,0.15 ,0
399,201.82 ,0.07 ,0.76 ,0.81 ,0.71 ,0.13 ,-69.98 ,2.20 ,11.12 ,0.00 ,602,785,687.53 ,679,42.60 ,-2.27 ,0.34 ,-5.11 ,0.40 ,0.89 ,177,375.45 ,6.85,7.86 ,0.40 ,9.40 ,-0.08 ,"Collinder_95__cgoc__3,Alessi_14__khar__1,Collinder_95__khar__1,IC_446__khar__1,Collinder_95__dias__1,Collinder_95__cocd__1"
400,203.03 ,2.12 ,0.44 ,0.51 ,0.38 ,0.27 ,-16.55 ,2.16 ,10.26 ,0.01 ,664,789,724.71 ,724,31.89 ,-1.87 ,0.40 ,-3.74 ,0.26 ,0.82 ,397,846.27 ,7.15,8.11 ,-0.20 ,8.11 ,-0.20 ,"NGC_2264__cgoc__3,NGC_2264__khar__1,Mon_OB1-D__khar__1,NGC_2264__dias__1,NGC_2264__cocd__1"
401,203.10 ,13.85 ,1.68 ,1.89 ,1.50 ,0.21 ,-30.71 ,2.28 ,13.19 ,0.52 ,453,737,587.56 ,595,59.83 ,-3.99 ,0.22 ,-3.84 ,0.23 ,0.53 ,46,54.45 ,8.2,8.60 ,0.03 ,10.48 ,0.03 ,"NGC_2395__khar__1,NGC_2395__dias__1"
402,203.26 ,-12.30 ,0.35 ,0.53 ,0.23 ,0.56 ,-32.79 ,1.30 ,10.45 ,0.04 ,321,542,431.38 ,429,35.06 ,-1.15 ,0.31 ,-1.96 ,0.28 ,0.78 ,43,71.03 ,6.85,11.88 ,0.83 ,11.88 ,0.83 ,0
403,205.27 ,-14.35 ,0.48 ,0.61 ,0.37 ,0.39 ,-51.86 ,0.93 ,7.47 ,0.04 ,330,525,428.64 ,427,32.80 ,-0.52 ,0.71 ,-0.90 ,0.45 ,1.45 ,106,173.29 ,6.65,10.17 ,1.77 ,10.85 ,0.43 ,"NGC_2068__khar__1,NGC_2071__khar__1"
404,205.57 ,-17.56 ,3.22 ,4.41 ,2.36 ,0.47 ,-22.35 ,5.81 ,48.13 ,0.45 ,316,514,415.52 ,415,34.84 ,-1.57 ,0.34 ,1.02 ,0.32 ,0.70 ,328,387.51 ,7.3,6.15 ,-0.02 ,8.10 ,-0.08 ,"ASCC_19__cgoc__2d,Gulliver_6__cgoc__2d,ASCC_19__khar__1,FSR_1017__khar__1,FSR_0991__khar__1,Berkeley_20__khar__1,NGC_1981__khar__1,NGC_1977__khar__1,Collinder_70__khar__1,FSR_1027__khar__1,Sigma_Ori__khar__1,ASCC_19__dias__1,Berkeley_20__dias__1,NGC_1981__dias__1,NGC_1977__dias__1,Collinder_70__dias__1,Sigma_Orionis__dias__1,NGC_1981__cocd__1,NGC_1977__cocd__1,Collinder_70__cocd__1,Sigma_Ori__cocd__1,UBC17__ubc__2d"
405,205.93 ,32.38 ,3.02 ,3.04 ,3.00 ,0.01 ,-68.03 ,1.70 ,31.51 ,0.11 ,170,203,186.18 ,186,5.30 ,-36.00 ,0.90 ,-12.95 ,0.85 ,2.05 ,624,624.00 ,8.5,6.14 ,1.10 ,17.68 ,-0.29 ,"NGC_2632__cgoc__3,NGC_2632__khar__1,NGC_2632__dias__1,NGC_2632__cocd__1"
406,206.47 ,-4.41 ,1.08 ,1.33 ,0.87 ,0.34 ,13.44 ,1.79 ,8.85 ,0.20 ,602,800,694.52 ,697,29.62 ,-0.65 ,0.12 ,-1.83 ,0.11 ,0.33 ,45,73.52 ,8.75,7.83 ,0.21 ,9.30 ,0.10 ,"Dolidze_22__khar__1,Dolidze_22__dias__1"
407,206.63 ,-2.41 ,1.32 ,1.55 ,1.13 ,0.27 ,-28.52 ,3.07 ,15.90 ,0.28 ,582,754,664.84 ,664,30.94 ,-1.73 ,0.19 ,-4.73 ,0.19 ,0.45 ,87,120.39 ,7.7,7.34 ,-0.20 ,7.34 ,-0.20 ,"FSR_1031__khar__1,NGC_2244__khar__1,RMC-4b__khar__1,NGC_2252__khar__1,Collinder_104__khar__1,FSR_1031__dias__1,NGC_2239__dias__1,NGC_2244__dias__1,NGC_2252__dias__1,NGC_2244__cocd__1,NGC_2252__cocd__1"
408,206.81 ,-17.30 ,0.37 ,0.40 ,0.34 ,0.14 ,-84.44 ,0.94 ,8.28 ,0.06 ,342,439,390.90 ,392,21.35 ,1.62 ,0.43 ,-0.63 ,0.43 ,1.00 ,156,216.14 ,7,6.38 ,-0.18 ,6.76 ,-0.24 ,"Sigma_Ori__khar__1,Sigma_Orionis__dias__1,Sigma_Ori__cocd__1"
409,208.14 ,-7.89 ,0.64 ,0.82 ,0.51 ,0.38 ,15.13 ,1.70 ,7.39 ,0.04 ,720,861,789.63 ,792,34.77 ,-3.03 ,0.12 ,-4.33 ,0.12 ,0.32 ,51,96.44 ,7.9,10.73 ,0.29 ,11.51 ,0.28 ,"Ferrero_11__cgoc__3,ASCC_22__khar__1,Ferrero_11__dias__1"
410,208.34 ,-7.10 ,2.91 ,3.43 ,2.47 ,0.28 ,-1.40 ,12.13 ,125.65 ,1.01 ,214,472,332.46 ,332,44.85 ,-4.39 ,0.38 ,-3.16 ,0.39 ,0.81 ,224,224.00 ,7.65,6.59 ,-0.23 ,6.59 ,-0.23 ,"Ferrero_11__cgoc__1,NGC_2189__khar__1,ASCC_22__khar__1,FSR_1056__khar__1,Collinder_91__khar__1,Ferrero_11__dias__1,Collinder_91__dias__1"
411,209.12 ,-19.59 ,4.91 ,6.00 ,4.01 ,0.33 ,-11.97 ,8.67 ,79.73 ,0.14 ,311,439,373.41 ,374,28.86 ,1.15 ,0.51 ,-0.46 ,0.60 ,1.24 ,4753,5613.86 ,7.1,4.93 ,0.15 ,5.91 ,-0.34 ,"ASCC_19__cgoc__3,Gulliver_6__cgoc__3,L_1641S__cgoc__3,ASCC_19__khar__1,FSR_1017__khar__1,NGC_1981__khar__1,NGC_1976__khar__1,NGC_1980__khar__1,NGC_1977__khar__1,Collinder_70__khar__1,FSR_1027__khar__1,Morgan_8__khar__1,KMS_35__khar__1,Sigma_Ori__khar__1,FSR_1050__khar__1,L_1641S__khar__1,FSR_1066__khar__1,ASCC_19__dias__1,NGC_1981__dias__1,NGC_1977__dias__1,Trapezium__dias__1,NGC_1980__dias__1,Collinder_70__dias__1,Sigma_Orionis__dias__1,NGC_1981__cocd__1,NGC_1976__cocd__1,NGC_1977__cocd__1,NGC_1980__cocd__1,Collinder_70__cocd__1,Sigma_Ori__cocd__1,UBC17__ubc__3"
412,209.14 ,-19.45 ,0.82 ,1.17 ,0.58 ,0.51 ,-25.39 ,2.67 ,23.72 ,0.03 ,355,419,386.86 ,387,15.17 ,1.19 ,0.53 ,0.16 ,0.66 ,1.56 ,1439,1989.26 ,7.5,4.93 ,0.15 ,5.91 ,-0.34 ,"NGC_1976__khar__1,NGC_1980__khar__1,NGC_1977__khar__1,NGC_1977__dias__1,Trapezium__dias__1,NGC_1980__dias__1,NGC_1976__cocd__1,NGC_1977__cocd__1,NGC_1980__cocd__1"
413,209.62 ,-10.86 ,0.46 ,0.51 ,0.42 ,0.18 ,-13.49 ,1.20 ,7.18 ,0.03 ,524,627,574.60 ,576,15.81 ,-0.65 ,0.16 ,-0.25 ,0.16 ,0.45 ,60,83.26 ,8,9.45 ,0.71 ,10.74 ,0.42 ,NGC_2184__cgoc__3
414,210.41 ,-16.27 ,1.78 ,2.16 ,1.46 ,0.32 ,25.92 ,4.56 ,35.47 ,0.09 ,316,577,439.24 ,442,38.21 ,-2.43 ,0.25 ,0.21 ,0.22 ,0.56 ,60,83.86 ,7.3,8.73 ,-0.03 ,8.73 ,-0.03 ,"FSR_1050__khar__1,FSR_1066__khar__1"
415,210.82 ,-10.67 ,0.88 ,1.15 ,0.68 ,0.41 ,23.13 ,5.70 ,30.83 ,0.33 ,509,769,642.08 ,636,60.92 ,-1.56 ,0.18 ,-2.07 ,0.13 ,0.39 ,24,39.32 ,7.95,8.79 ,0.01 ,8.79 ,0.01 ,"NGC_2184__khar__1,NGC_2184__dias__1,NGC_2184__cocd__1"
416,211.24 ,-12.52 ,1.66 ,1.96 ,1.41 ,0.28 ,49.09 ,5.90 ,23.30 ,0.25 ,765,973,866.06 ,871,47.80 ,-1.26 ,0.12 ,1.48 ,0.15 ,0.32 ,34,73.07 ,7.9,11.52 ,0.27 ,11.52 ,0.27 ,0
417,211.69 ,-4.19 ,1.02 ,1.07 ,0.96 ,0.10 ,33.42 ,0.01 ,0.03 ,0.00 ,635,913,773.50 ,765,53.08 ,-4.12 ,0.16 ,-0.60 ,0.24 ,0.62 ,32,52.31 ,7.8,9.85 ,0.06 ,9.85 ,0.06 ,"FSR_1063__khar__1,FSR_1065__khar__1,Berkeley_24__khar__1,FSR_1063__dias__1,FSR_1065__dias__1,Berkeley_24__dias__1"
418,212.31 ,11.18 ,0.54 ,0.60 ,0.48 ,0.19 ,-54.07 ,2.35 ,9.75 ,0.08 ,773,889,826.91 ,828,28.01 ,-2.68 ,0.09 ,-1.60 ,0.10 ,0.28 ,17,27.85 ,7.95,10.51 ,-0.06 ,10.51 ,-0.06 ,0
419,212.51 ,-19.01 ,0.97 ,1.19 ,0.79 ,0.33 ,-13.04 ,1.92 ,15.46 ,0.08 ,362,490,425.40 ,426,26.33 ,0.27 ,0.42 ,-0.47 ,0.45 ,1.06 ,248,405.74 ,6.85,7.60 ,-0.14 ,7.60 ,-0.14 ,"L_1641S__cgoc__3,L_1641S__khar__1"
420,212.55 ,0.31 ,0.86 ,0.95 ,0.79 ,0.17 ,11.65 ,1.15 ,4.65 ,0.21 ,791,920,854.63 ,853,32.44 ,-1.34 ,0.18 ,-2.19 ,0.17 ,0.47 ,436,708.63 ,7.95,7.68 ,1.33 ,9.06 ,-0.09 ,"NGC_2301__cgoc__3,Bochum_2__khar__1,NGC_2301__khar__1,FSR_1085__khar__1,Bochum_2__dias__1,NGC_2301__dias__1,FSR_1085__dias__1,ASCC_28__dias__1,NGC_2301__cocd__1"
421,212.83 ,-10.60 ,1.87 ,1.97 ,1.78 ,0.09 ,72.76 ,3.68 ,35.61 ,0.26 ,233,483,351.87 ,355,41.19 ,-6.49 ,0.16 ,2.50 ,0.22 ,0.41 ,27,27.00 ,7.65,5.80 ,-0.23 ,5.80 ,-0.23 ,"NGC_2183__cgoc__1,FSR_1094__khar__1,NGC_2183__khar__1,NGC_2184__khar__1,NGC_2184__dias__1,NGC_2184__cocd__1"
422,213.03 ,-16.53 ,1.06 ,1.23 ,0.91 ,0.26 ,50.91 ,2.03 ,23.01 ,0.08 ,176,435,304.52 ,304,22.15 ,0.25 ,0.21 ,-0.60 ,0.22 ,0.53 ,71,71.00 ,7.3,5.29 ,-0.27 ,5.29 ,-0.27 ,0
423,213.04 ,8.08 ,1.55 ,1.75 ,1.38 ,0.21 ,-32.11 ,4.49 ,33.11 ,0.10 ,391,544,466.97 ,466,24.87 ,-6.51 ,0.22 ,-5.16 ,0.27 ,0.61 ,134,136.99 ,8,6.83 ,-0.22 ,6.83 ,-0.22 ,FSR_1083__khar__1
424,214.17 ,-11.63 ,0.91 ,1.25 ,0.66 ,0.47 ,45.45 ,6.00 ,24.48 ,0.17 ,751,956,848.83 ,843,51.14 ,-3.73 ,0.20 ,0.45 ,0.22 ,0.51 ,114,316.32 ,7.05,8.06 ,0.09 ,8.06 ,0.09 ,"NGC_2183__cgoc__3,FSR_1094__khar__1,NGC_2183__khar__1"
425,214.49 ,-7.49 ,1.05 ,1.16 ,0.96 ,0.18 ,11.30 ,1.76 ,18.78 ,0.04 ,255,390,322.06 ,323,17.58 ,-4.75 ,0.24 ,-1.86 ,0.22 ,0.56 ,160,160.00 ,7.65,6.13 ,-0.20 ,6.13 ,-0.20 ,"NGC_2232__cgoc__3,NGC_2219__khar__1,NGC_2232__khar__1,Czernik_26__khar__1,NGC_2219__dias__1,NGC_2232__dias__1,Czernik_26__dias__1,NGC_2232__cocd__1"
426,215.68 ,31.93 ,0.48 ,0.51 ,0.45 ,0.11 ,8.44 ,1.78 ,7.12 ,0.04 ,811,904,857.97 ,858,23.39 ,-10.97 ,0.18 ,-2.95 ,0.17 ,0.48 ,527,856.54 ,9.25,7.94 ,2.17 ,11.25 ,0.15 ,"NGC_2682__cgoc__3,NGC_2682__khar__1,Chupina_1__dias__1,NGC_2682__dias__1,Chupina_3__dias__1,Chupina_5__dias__1,NGC_2682__cocd__1"
427,215.98 ,-10.09 ,0.31 ,0.33 ,0.30 ,0.07 ,22.51 ,0.61 ,2.21 ,0.13 ,880,1018,952.90 ,949,33.42 ,0.42 ,0.13 ,-3.66 ,0.12 ,0.44 ,66,124.55 ,8.6,10.14 ,1.31 ,11.69 ,0.39 ,"NGC_2215__cgoc__3,FSR_1107__khar__1,NGC_2215__khar__1,NGC_2215__dias__1,NGC_2215__cocd__1"
428,216.38 ,-15.17 ,1.06 ,1.15 ,0.99 ,0.14 ,84.35 ,3.75 ,15.55 ,0.10 ,731,947,833.90 ,830,51.30 ,-1.91 ,0.24 ,1.62 ,0.24 ,0.52 ,74,179.32 ,7.05,10.27 ,0.52 ,11.21 ,0.30 ,"FSR_1116__khar__1,Majaess_70__dias__1"
429,216.44 ,5.03 ,0.70 ,0.78 ,0.62 ,0.21 ,0.43 ,1.90 ,7.57 ,0.12 ,788,950,866.84 ,865,37.95 ,-2.01 ,0.14 ,0.07 ,0.12 ,0.36 ,76,143.42 ,7.95,9.28 ,-0.11 ,9.28 ,-0.11 ,0
430,217.07 ,-2.78 ,1.96 ,2.06 ,1.86 ,0.09 ,0.20 ,22.15 ,88.34 ,0.25 ,753,995,867.38 ,862,56.99 ,-0.63 ,0.10 ,-1.48 ,0.11 ,0.24 ,94,152.60 ,8.5,7.33 ,1.66 ,11.23 ,0.05 ,"NGC_2286__khar__1,FSR_1125__khar__1,ASCC_27__khar__1,BDSB_88__khar__1,NGC_2286__dias__1,ASCC_27__dias__1"
431,217.79 ,3.49 ,0.90 ,1.07 ,0.77 ,0.28 ,-5.76 ,2.96 ,13.95 ,0.12 ,652,820,728.19 ,729,33.28 ,-2.44 ,0.10 ,0.77 ,0.11 ,0.28 ,55,89.39 ,8.7,7.46 ,1.23 ,9.80 ,-0.05 ,0
432,217.96 ,-7.61 ,1.68 ,1.96 ,1.45 ,0.26 ,-55.15 ,5.65 ,19.55 ,0.37 ,881,1107,995.06 ,994,52.63 ,-3.40 ,0.17 ,0.70 ,0.20 ,0.44 ,148,354.96 ,7.2,8.85 ,0.21 ,8.85 ,0.21 ,"ASCC_24__khar__1,FSR_1126__khar__1,ASCC_24__dias__1"
433,218.28 ,-2.15 ,0.72 ,0.94 ,0.55 ,0.41 ,14.83 ,1.73 ,7.61 ,0.23 ,717,852,781.37 ,780,29.41 ,-0.78 ,0.13 ,-2.55 ,0.11 ,0.30 ,51,83.38 ,7.9,10.03 ,0.06 ,10.03 ,0.06 ,0
434,218.56 ,-2.00 ,2.49 ,2.61 ,2.39 ,0.08 ,41.58 ,4.24 ,50.58 ,0.10 ,199,383,286.90 ,288,23.21 ,-7.35 ,0.39 ,-2.56 ,0.34 ,0.90 ,338,338.00 ,7.5,5.02 ,-0.27 ,5.02 ,-0.27 ,"ASCC_30__cgoc__1,FSR_1125__khar__1,NGC_2302__khar__1,ASCC_27__khar__1,NGC_2306__khar__1,BDSB_88__khar__1,NGC_2309__khar__1,ASCC_30__khar__1,BDSB_93__khar__1,FSR_1144__khar__1,NGC_2311__khar__1,Mon_OB3__khar__1,IRAS_06562-0337__khar__1,FSR_1129__khar__1,IRAS_06567-0355__khar__1,Sh2_287C__khar__1,BDSB_90__khar__1,Ivanov_9__khar__1,Wit_1__khar__1,Bochum_3__khar__1,Haffner_3__khar__1,FSR_1149__khar__1,NGC_2302__dias__1,ASCC_27__dias__1,NGC_2306__dias__1,NGC_2309__dias__1,ASCC_30__dias__1,FSR_1144__dias__1,NGC_2311__dias__1,Ivanov_9__dias__1,Wit_1__dias__1,Bochum_3__dias__1,NGC_2302__cocd__1,NGC_2306__cocd__1,NGC_2311__cocd__1"
435,218.56 ,17.08 ,3.60 ,3.89 ,3.34 ,0.14 ,-45.62 ,15.88 ,85.96 ,0.34 ,514,756,640.15 ,635,52.39 ,-7.65 ,0.32 ,-1.18 ,0.32 ,0.72 ,174,205.73 ,8.6,7.83 ,-0.06 ,8.28 ,-0.13 ,"FSR_1133__khar__1,FSR_1102__khar__1,FSR_1147__khar__1,UBC13__ubc__3"
436,219.00 ,-6.02 ,0.87 ,0.98 ,0.77 ,0.21 ,-54.15 ,6.20 ,25.33 ,0.13 ,740,956,841.20 ,842,49.93 ,-4.10 ,0.14 ,0.66 ,0.17 ,0.41 ,67,126.34 ,7.3,9.02 ,-0.11 ,9.02 ,-0.11 ,0
437,219.18 ,12.33 ,0.87 ,0.98 ,0.78 ,0.20 ,5.61 ,1.64 ,19.14 ,0.09 ,207,381,293.68 ,294,8.22 ,0.71 ,0.15 ,-4.02 ,0.15 ,0.39 ,61,61.00 ,8.1,9.50 ,0.17 ,9.50 ,0.17 ,"ASCC_41__cgoc__3,ASCC_41__khar__1,Herschel_1__dias__1"
438,219.35 ,-5.60 ,1.59 ,1.72 ,1.48 ,0.14 ,25.88 ,3.80 ,29.13 ,0.16 ,296,602,444.33 ,449,60.08 ,-6.59 ,0.44 ,2.68 ,0.37 ,0.98 ,52,53.17 ,7.8,9.84 ,0.14 ,9.98 ,0.10 ,0
439,219.47 ,-9.87 ,1.23 ,1.26 ,1.20 ,0.05 ,53.70 ,7.88 ,36.34 ,0.10 ,654,828,745.57 ,745,35.16 ,-2.31 ,0.14 ,-0.11 ,0.12 ,0.32 ,33,62.77 ,7.75,11.24 ,0.23 ,11.24 ,0.23 ,"BDSB91__cgoc__1,vdBergh_80__cgoc__1,FSR_1136__khar__1,BDSB_91__khar__1,NGC_2225__khar__1,vdBergh_80__khar__1,NGC_2225__dias__1,vdBergh_80__dias__1"
440,220.03 ,4.74 ,1.66 ,1.82 ,1.52 ,0.17 ,-14.32 ,5.15 ,32.89 ,0.26 ,417,694,541.61 ,538,51.50 ,-2.17 ,0.23 ,-3.64 ,0.26 ,0.59 ,101,119.53 ,8.5,8.54 ,1.13 ,9.66 ,0.01 ,"Berkeley_77__khar__1,FSR_1157__khar__1,FSR_1139__khar__1,FSR_1142__khar__1,Berkeley_77__dias__1"
441,221.32 ,0.62 ,0.54 ,0.60 ,0.49 ,0.17 ,-85.23 ,1.63 ,6.47 ,0.11 ,782,943,861.20 ,864,38.45 ,-0.91 ,0.12 ,-1.21 ,0.13 ,0.36 ,76,124.25 ,7.95,9.93 ,-0.02 ,10.53 ,-0.03 ,FSR_1160__khar__1
442,221.51 ,-9.17 ,1.48 ,1.57 ,1.39 ,0.12 ,78.32 ,8.10 ,43.49 ,0.32 ,535,750,643.30 ,640,44.90 ,-2.54 ,0.18 ,-1.32 ,0.17 ,0.42 ,55,76.20 ,7.7,7.86 ,-0.06 ,7.86 ,-0.06 ,0
443,221.66 ,-1.30 ,0.85 ,0.87 ,0.82 ,0.06 ,-20.47 ,1.38 ,4.89 ,0.17 ,907,1027,966.81 ,967,31.41 ,-0.72 ,0.24 ,-0.64 ,0.19 ,0.54 ,558,1045.45 ,7.9,8.22 ,0.03 ,9.93 ,-0.02 ,"NGC_2323__cgoc__3,Ivanov_4__khar__1,NGC_2323__khar__1,Ivanov_4__dias__1,NGC_2323__dias__1,NGC_2323__cocd__1"
444,221.88 ,-2.59 ,2.02 ,2.21 ,1.85 ,0.16 ,86.08 ,23.77 ,110.87 ,0.86 ,628,865,742.46 ,737,58.70 ,-3.28 ,0.21 ,2.39 ,0.18 ,0.44 ,169,234.80 ,7.9,10.35 ,0.13 ,10.38 ,0.03 ,"NGC_2323__cgoc__1,FSR_1172__khar__1,BDSB_93__khar__1,FSR_1159__khar__1,FSR_1164__khar__1,FSR_1163__khar__1,FSR_1171__khar__1,Ivanov_4__khar__1,NGC_2323__khar__1,FSR_1169__khar__1,FSR_1163__dias__1,FSR_1171__dias__1,Ivanov_4__dias__1,NGC_2323__dias__1,NGC_2323__cocd__1"
445,221.93 ,-15.95 ,1.40 ,1.53 ,1.29 ,0.16 ,66.74 ,4.89 ,25.18 ,0.24 ,571,778,671.65 ,667,47.55 ,-2.41 ,0.39 ,1.45 ,0.33 ,0.88 ,131,213.35 ,7.1,8.13 ,-0.04 ,8.13 ,-0.04 ,0
446,222.38 ,1.66 ,1.05 ,1.13 ,0.98 ,0.13 ,53.47 ,0.01 ,0.04 ,0.00 ,374,642,504.68 ,505,41.78 ,-8.40 ,0.12 ,2.12 ,0.15 ,0.48 ,24,28.40 ,7.75,7.66 ,-0.11 ,7.66 ,-0.11 ,FSR_1160__khar__1
447,222.57 ,-3.38 ,0.69 ,0.79 ,0.60 ,0.24 ,-62.76 ,6.58 ,23.51 ,0.06 ,897,1027,961.28 ,962,31.79 ,-3.60 ,0.08 ,0.41 ,0.11 ,0.25 ,30,57.06 ,7.65,10.85 ,1.42 ,11.65 ,0.11 ,0
448,222.64 ,-8.00 ,0.74 ,0.97 ,0.56 ,0.42 ,64.48 ,8.01 ,30.58 ,0.76 ,818,995,904.15 ,900,41.61 ,-2.61 ,0.17 ,0.73 ,0.17 ,0.39 ,37,69.82 ,7.9,9.32 ,0.05 ,9.32 ,0.05 ,0
449,223.52 ,-0.05 ,1.17 ,1.38 ,0.99 ,0.28 ,6.12 ,3.49 ,21.21 ,0.03 ,512,629,567.72 ,566,26.36 ,-5.51 ,0.19 ,2.60 ,0.18 ,0.48 ,154,182.08 ,7.75,7.25 ,-0.05 ,8.06 ,-0.14 ,"Alessi_21__cgoc__3,NGC_2335__khar__1,FSR_1170__khar__1,FSR_1173__khar__1,Dias_3__khar__1,Alessi_21__khar__1,NGC_2349__khar__1,FSR_1183__khar__1,NGC_2335__dias__1,FSR_1170__dias__1,Dias_3__dias__1,Alessi_21__dias__1,NGC_2349__dias__1,FSR_1183__dias__1,NGC_2335__cocd__1,Alessi_21__cocd__1"
450,225.78 ,-5.53 ,0.92 ,1.00 ,0.84 ,0.16 ,8.68 ,4.67 ,19.34 ,0.08 ,751,911,834.23 ,830,36.90 ,-3.06 ,0.16 ,-0.72 ,0.18 ,0.44 ,67,108.90 ,7.95,7.96 ,0.01 ,7.96 ,0.01 ,"DC_4__khar__1,FSR_1197__khar__1,Ruprecht_6__khar__1,DC_4__dias__1,Ruprecht_6__dias__1"
451,226.52 ,-10.34 ,1.28 ,1.45 ,1.13 ,0.22 ,3.60 ,0.01 ,0.05 ,0.00 ,321,631,466.04 ,469,33.62 ,-4.20 ,0.26 ,4.88 ,0.22 ,0.63 ,38,44.97 ,7.6,8.36 ,0.04 ,8.58 ,0.02 ,"FSR_1210__khar__1,Berkeley_25__khar__1,Berkeley_25__dias__1"
452,226.65 ,1.13 ,0.40 ,0.51 ,0.32 ,0.37 ,42.47 ,1.03 ,5.68 ,0.09 ,599,640,618.01 ,623,10.24 ,-5.80 ,0.08 ,3.19 ,0.08 ,0.20 ,9,25.11 ,7.6,9.90 ,0.15 ,9.90 ,0.15 ,0
453,227.85 ,15.37 ,0.71 ,0.74 ,0.68 ,0.07 ,64.28 ,3.30 ,14.98 ,0.02 ,712,805,757.40 ,757,22.03 ,-1.30 ,0.16 ,1.00 ,0.14 ,0.42 ,257,356.07 ,8.55,8.68 ,0.15 ,10.20 ,0.06 ,"NGC_2548__cgoc__3,NGC_2548__khar__1,NGC_2548__dias__1,NGC_2548__cocd__1"
454,228.44 ,2.66 ,1.07 ,1.24 ,0.92 ,0.26 ,25.08 ,5.13 ,33.51 ,0.07 ,450,600,525.91 ,526,22.99 ,-5.88 ,0.14 ,-1.12 ,0.16 ,0.37 ,81,95.86 ,8,8.67 ,0.03 ,8.94 ,-0.01 ,"NGC_2396__khar__1,Ruprecht_24__khar__1,NGC_2413__khar__1,NGC_2396__dias__1,Ruprecht_24__dias__1,NGC_2396__cocd__1,NGC_2413__cocd__1"
455,228.71 ,1.28 ,0.83 ,1.00 ,0.69 ,0.31 ,38.48 ,5.65 ,22.98 ,0.18 ,754,947,847.85 ,845,41.08 ,-1.29 ,0.14 ,0.52 ,0.13 ,0.32 ,43,70.64 ,7.95,11.57 ,0.24 ,11.57 ,0.24 ,"NGC_2374__khar__1,NGC_2374__dias__1,NGC_2374__cocd__1"
456,229.07 ,-6.03 ,1.68 ,1.87 ,1.51 ,0.19 ,64.58 ,4.96 ,33.68 ,0.10 ,364,661,504.25 ,506,40.53 ,-7.62 ,0.21 ,0.18 ,0.17 ,0.46 ,31,36.72 ,7.95,6.89 ,-0.06 ,6.89 ,-0.06 ,0
457,230.41 ,-7.05 ,0.40 ,0.60 ,0.26 ,0.56 ,-55.59 ,1.72 ,6.24 ,0.08 ,862,1036,950.79 ,949,32.56 ,-3.81 ,0.10 ,5.14 ,0.10 ,0.26 ,16,40.86 ,7.4,13.04 ,0.61 ,13.04 ,0.61 ,0
458,230.49 ,3.55 ,0.55 ,0.58 ,0.51 ,0.12 ,-2.93 ,2.65 ,9.82 ,0.04 ,877,991,931.89 ,927,29.09 ,-0.73 ,0.12 ,-3.64 ,0.12 ,0.34 ,241,454.79 ,8.85,9.40 ,1.37 ,11.44 ,0.41 ,"NGC_2423__cgoc__3,NGC_2423__khar__1,NGC_2423__dias__1,NGC_2423__cocd__1"
459,230.84 ,7.67 ,2.41 ,2.69 ,2.15 ,0.20 ,-27.22 ,0.53 ,1.98 ,1.45 ,758,1070,906.55 ,914,53.45 ,-5.29 ,0.12 ,3.11 ,0.10 ,0.25 ,32,52.42 ,8.9,11.26 ,0.63 ,11.60 ,0.13 ,"FSR_1245__khar__1,NGC_2506__khar__1,NGC_2506__dias__1,NGC_2506__cocd__1"
